,Titre,sstitre,Auteur,Editeur,Date,prets,Nombre de prêts par exemplaire,exemplaires,localisations,Langue,cat,tauxemprunt
94917,La montagne des boeufs sauvages , ,Pierre Pelot,Hoëbeke,2010,10.0,3.3333333333333335,3.0,3.0,français,LFRA Litterature francaise,14.0
182889,Fous de foot , ,Fanny Joly,Casterman,2007,3.0,3.0,1.0,1.0,français,LFRA Litterature francaise,12.0
49752,Un amour aussi grand que le désert de Gobi vu à travers une loupe , ,Tilman Rammstedt,Piranha,2015,25.0,2.5,10.0,10.0,français,LGER Litterature germanique,10.0
262249,Une amie d'enfer , ,Jacqueline Wilson,Hachette jeunesse,1999,1.0,0.5,2.0,2.0,français,LBRI Litterature britannique,2.0
352857,La famille Kocourek déménage , ,Iva Procházková,Hachette jeunesse,1993,0.0,0.0,1.0,1.0,français,LECE Litterature d'Europe centrale,0.0
276947,Chats de gouttière , ,Rolo Díez,Gallimard,1998,1.0,1.0,1.0,1.0,français,LESP Litterature espagnole,4.0
134610,Même pas juif ! , ,Jerry Spinelli,Hachette jeunesse,2005,6.0,0.375,16.0,16.0,français,LNAM Litterature nord-americaine,2.0
310445,Tous ces mondes en elle , ,Neil Bissoondath,Phébus,1999,1.0,0.3333333333333333,3.0,3.0,français,LNAM Litterature nord-americaine,1.0
190127,0Fables complètes , ,Jean-Pierre Claris de Florian,N. Gauvin,1991,3.0,0.75,4.0,4.0,français,LFRA Litterature francaise,3.0
104827,Le fils prodigue , ,Danielle Steel,Feryane,2017,9.0,3.0,3.0,3.0,français,LNAM Litterature nord-americaine,12.0
358403,Le blues d'Alexandrie ,Le blues d'Alexandrie,Asa Lanova,B. Campiche,1998,0.0,0.0,1.0,1.0,français,LFRA Litterature francaise,0.0
170587,Vie et mort de Guy Debord , ,Christophe Bourseiller,Plon,1999,4.0,0.8,5.0,5.0,français,LFRA Litterature francaise,3.0
261153,The Theban mysteries , ,Amanda Cross,The Ballantine Publishing Group,1999,1.0,1.0,1.0,1.0,anglais,LNAM Litterature nord-americaine,4.0
215092,De l'anarchie comme battements d'ailes ,De l'anarchie comme battements d'ailes.,Armand Gatti,Éd. Syllepse,2001,2.0,1.0,2.0,2.0,français,Littérature française (autres),4.0
211062,Ringolevio , ,Emmett Grogan,Gallimard,1998,2.0,2.0,1.0,1.0,français,LNAM Litterature nord-americaine,8.0
151718,L'autre comme moi , ,José Saramago,Points,2006,5.0,1.6666666666666667,3.0,3.0,français,LPOR Litterature portugaise,7.0
132865,The babes in the wood , ,Ruth Rendell,Arrow books,2003,6.0,6.0,1.0,1.0,anglais,LBRI Litterature britannique,25.0
349152,Questions de rhétorique , ,Michel Meyer,Librairie générale française,1993,0.0,0.0,1.0,1.0,français,"D801 Etudes litteraires, revues litteraires",0.0
425710,"Dites trente-trois, c'est un poème ", ,Werner Lambersy,le Dé bleu,2000,0.0,0.0,1.0,1.0,français,LFRA Litterature francaise,0.0
81541,Le deuxième homme , ,Hervé Commère,Fleuve noir,2012,13.0,1.0833333333333333,12.0,12.0,français,LFRA Litterature francaise,5.0
408232,Din' Roa la vaillante , ,Jean-Louis Le Craver,Hatier,2008,0.0,0.0,1.0,1.0,français,LCHI Litterature chinoise,0.0
8406,Sacrées sorcières , ,Roald Dahl,Gallimard Jeunesse,2004,122.0,4.6923076923076925,26.0,19.0,français,LBRI Litterature britannique,20.0
85314,Le fléau de l'ombre ,Fablehaven,Brandon Mull,PKJ,2014,12.0,3.0,4.0,4.0,français,LNAM Litterature nord-americaine,12.0
56240,Black is black , ,Raphaël Confiant,Éd. Alphée-J.-P. Bertrand,2008,21.0,1.5,14.0,14.0,français,LFRA Litterature francaise,6.0
38023,Les mains lâchées , ,Anaïs Llobet,Plon,2016,33.0,4.125,8.0,8.0,français,LFRA Litterature francaise,17.0
423610,Yurlunggur , ,Jean-Marc Ligny,Denoël,1998,0.0,0.0,1.0,1.0,français,LFRA Litterature francaise,0.0
416583,Un baiser à la russe , ,Gaspard Koenig,B. Grasset,2006,0.0,0.0,1.0,1.0,français,LFRA Litterature francaise,0.0
367546,Sun , ,Michael Palmer,POL,1996,0.0,0.0,1.0,1.0,français,Littérature étrangère,0.0
278236,"Pardon, Clara ", ,Didier Cornaille,Feryane,2016,1.0,1.0,1.0,1.0,français,LFRA Litterature francaise,4.0
190003,Le mortel tireur , ,Thomas De Quincey,la Nerthe,2014,3.0,0.6,5.0,5.0,français,LBRI Litterature britannique,3.0
67292,Au lieu d'exécution , ,Val McDermid,Éd. du Masque,2000,17.0,3.4,5.0,5.0,français,LBRI Litterature britannique,14.0
70313,Essais , ,Albert Camus,Gallimard,1967,16.0,2.0,8.0,8.0,français,LFRA Litterature francaise,8.0
22358,Qu'est-ce que vous voulez voir ? ,Oeuvres complètes / Raymond Carver,Raymond Carver,Éd. de l'Olivier,2011,57.0,2.4782608695652173,23.0,23.0,français,LNAM Litterature nord-americaine,10.0
402876,Nos richesses , ,Kaouther Adimi,Feryane,2018,0.0,0.0,8.0,8.0,français,LFRA Litterature francaise,0.0
355424,Al-a'mal gayr kamila , ,Ibrahim Abdel-Méguid,Maktabat Madbuli,1997,0.0,0.0,1.0,1.0,arabe,LMMO Litterature du Maghreb et du Moyen-Orient,0.0
230204,Attention ma vie , ,Henri Salvador,J.-C. Lattès,1994,2.0,1.0,2.0,2.0,français,Littérature française (autres),4.0
239595,Maximes , ,François de La Rochefoucauld,Garnier frères,1983,2.0,1.0,2.0,2.0,français,"D801 Etudes litteraires, revues litteraires",4.0
134754,L'Enfant de la haute mer , ,Jules Supervielle,Gallimard,1980,6.0,3.0,2.0,2.0,français,LFRA Litterature francaise,12.0
308899,La sublime porte ,Yatagan,Alain de Savigny,Koutoubia-Éd. Alphée,2009,1.0,1.0,1.0,1.0,français,LFRA Litterature francaise,4.0
19162,Les nuits de San Francisco , ,Caryl Férey,Arthaud,2014,65.0,1.9696969696969697,33.0,33.0,français,LFRA Litterature francaise,8.0
34827,Zorro raconté par Daniel Gélin , ,Daniel Gélin,Ed. Eponymes,1959,37.0,2.8461538461538463,13.0,13.0,français,LNAM Litterature nord-americaine,12.0
68372,Mémorial de l'Ile Noire , ,Pablo Neruda,Gallimard,1977,16.0,1.7777777777777777,9.0,9.0,français,LLAT Litterature latino-americaine,7.0
68538,Black girl-White girl , ,Joyce Carol Oates,"Fourth estate, cop",2006,16.0,2.2857142857142856,7.0,7.0,anglais,LBRI Litterature britannique,10.0
447102,La littérature et l'inquiétude de l'absolu , ,Jean-Pierre Jossua,Beauchesne,2000,0.0,0.0,1.0,1.0,français,"D801 Etudes litteraires, revues litteraires",0.0
265797,Goethe et sa conception du monde , ,Rudolf Steiner,Fischcher,1967,1.0,1.0,1.0,1.0,français,LGER Litterature germanique,4.0
216994,Discours de Suède , ,Albert Camus,Gallimard,1997,2.0,2.0,1.0,1.0,français,Littérature française (autres),8.0
94642,Rouge crime , ,Mary Hoffman,Flammarion,2009,10.0,0.5263157894736842,19.0,19.0,français,LBRI Litterature britannique,2.0
159848,La mort de Napoléon , ,Simon Leys,Plon,2005,4.0,1.3333333333333333,3.0,3.0,français,LFRA Litterature francaise,6.0
119469,Amours en fuite , ,Bernhard Schlink,Gallimard,2002,7.0,1.75,4.0,4.0,français,LGER Litterature germanique,7.0
178973,Galadio , ,Didier Daeninckx,Gallimard,2011,4.0,0.8,5.0,5.0,français,LFRA Litterature francaise,3.0
61605,Poésies , ,Stéphane Mallarmé,LGF,2008,19.0,1.5833333333333333,12.0,12.0,français,LFRA Litterature francaise,7.0
396029,Les dilemmes de l'identité aux confins de l'Europe , ,Monica Spiridon,l'Harmattan,2004,0.0,0.0,1.0,1.0,français,"D801 Etudes litteraires, revues litteraires",0.0
214387,Cara Massimina , ,Tim Parks,"Actes Sud, impr",2006,2.0,0.6666666666666666,3.0,3.0,français,LBRI Litterature britannique,3.0
159176,Le petit violon , ,Jean-Claude Grumberg,Actes Sud junior,2006,4.0,1.3333333333333333,3.0,3.0,français,LFRA Litterature francaise,6.0
300308,La citadelle , ,Archibald Joseph Cronin,Albin Michel,1986,1.0,1.0,1.0,1.0,français,LBRI Litterature britannique,4.0
413775,Stormbreaker ,"Alex Rider, quatorze ans, espion malgré lui",Anthony Horowitz,Le Livre de poche jeunesse,2017,0.0,0.0,1.0,1.0,français,LBRI Litterature britannique,0.0
420473,"Meurtres, en toute intelligence ", ,Jacques Attali,Fayard,2018,0.0,0.0,8.0,8.0,français,LFRA Litterature francaise,0.0
77432,Les rêveries du promeneur solitaire , ,Jean-Jacques Rousseau,Flammarion,2012,14.0,1.75,8.0,8.0,français,LFRA Litterature francaise,7.0
371045,Geschichte eines Deutschen , ,Sebastian Haffner,Deutsche Verlags-Anstalt,2006,0.0,0.0,1.0,1.0,allemand,LGER Litterature germanique,0.0
305532,Huā yú zhuó yǎn zhī ài , ,Xuán Liú,Chang jiang wen yi chu ban she,2013,1.0,1.0,1.0,1.0,chinois,LCHI Litterature chinoise,4.0
402504,Neuf contes , ,Margaret Atwood,R. Laffont,2018,0.0,0.0,27.0,27.0,français,LNAM Litterature nord-americaine,0.0
405952,De cape et de plume , ,Guy Des Cars,Flammarion,1965,0.0,0.0,1.0,1.0,français,Littérature française (autres),0.0
315163,La folie Céladon , ,Marcel Brion,Albin Michel,1963,0.0,0.0,1.0,1.0,français,LFRA Litterature francaise,0.0
346847,Littéruptures , ,Henri Béhar,L'Age d'homme,1988,0.0,0.0,1.0,1.0,français,Littérature française (autres),0.0
306625,Les clowns , ,Norman Manea,Seuil,2009,1.0,0.5,2.0,2.0,français,LECE Litterature d'Europe centrale,2.0
266335,L'agent de Sa Majesté , ,David Shahar,Gallimard,1983,1.0,0.5,2.0,2.0,français,LFRA Litterature francaise,2.0
269883,Meurtres à Rocksburg Station ,Une Enquête de Mario Balzic .,K. C. Constantine,Actes Sud,1989,1.0,1.0,1.0,1.0,français,LNAM Litterature nord-americaine,4.0
351377,Les rois de l'horizon , ,Janine Teisson,Syros jeunesse,2011,0.0,0.0,2.0,2.0,français,LFRA Litterature francaise,0.0
430045,Wo de xiong di Wang Xiaobo , ,Xiaobo Wang,"Jiangsu wen yi chu ban she,",2012,0.0,0.0,1.0,1.0,chinois,LCHI Litterature chinoise,0.0
389903,Un jour en octobre , ,Sigurd Hoel,Solin,1991,0.0,0.0,2.0,2.0,français,LNOR Litterature nordique,0.0
273100,Paradoxes et problèmes , ,John Donne,Ed. Allia,1994,1.0,1.0,1.0,1.0,français,LBRI Litterature britannique,4.0
309438,Pour l'amour d'un cheval , ,Alim Hekmat,Milan poche,1999,1.0,0.5,2.0,2.0,français,LGER Litterature germanique,2.0
343458,Bruna , ,Sonia García Soubriet,Verdier,1995,0.0,0.0,1.0,1.0,français,LESP Litterature espagnole,0.0
35051,La ligne de courtoisie , ,Nicolas Fargues,POL,2012,37.0,1.121212121212121,33.0,33.0,français,LFRA Litterature francaise,5.0
163556,Le prix du péché , ,Brian Freeman,Pocket,2011,4.0,4.0,1.0,1.0,français,LNAM Litterature nord-americaine,17.0
431310,Le Francis Ponge , ,Francis Ponge,Mango jeunesse,2001,0.0,0.0,1.0,1.0,français,LFRA Litterature francaise,0.0
259305,Le jour des Triffides , ,John Wyndham,Terre de brume,2004,1.0,0.5,2.0,2.0,français,LBRI Litterature britannique,2.0
285761,Tara , ,Michel Del Castillo,Éd. du Seuil,1990,1.0,1.0,1.0,1.0,français,LFRA Litterature francaise,4.0
373619,Couscous amer , ,Halim Charef,l'Harmattan,2002,0.0,0.0,1.0,1.0,français,LMMO Litterature du Maghreb et du Moyen-Orient,0.0
200003,The chocolate lovers wedding , ,Carole Matthews,Sphere,2016,3.0,3.0,1.0,1.0,anglais,LBRI Litterature britannique,12.0
363189,Journal d'un écrivain , ,Virginia Woolf,C. Bourgois,1984,0.0,0.0,2.0,2.0,français,LBRI Litterature britannique,0.0
175600,Poucette et autres contes , ,Hans Christian Andersen,Hachette jeunesse,2003,4.0,0.6666666666666666,6.0,6.0,français,LNOR Litterature nordique,3.0
200564,Hanna , ,Laurence Peyrin,Pocket,2017,3.0,3.0,1.0,1.0,français,LFRA Litterature francaise,12.0
85844,L'accordeur de piano , ,Daniel Mason,Plon,2003,12.0,0.9230769230769231,13.0,13.0,français,LNAM Litterature nord-americaine,4.0
222082,Pulâ nasla geroâ ,Geografiâ odinocnogo vystrela,Andrej Ur'evic Kurkov,Ast;Folio,2000,2.0,2.0,1.0,1.0,russe,LRUS Litterature russe et sovietique,8.0
264437,Suzanne et les ringards , ,Jean-Bernard Pouy,Gallimard,1985,1.0,1.0,1.0,1.0,français,LFRA Litterature francaise,4.0
401058,Le ferment , ,Edouard Estaunié,Perrin,1931,0.0,0.0,1.0,1.0,français,LFRA Litterature francaise,0.0
373927,La cavale irlandaise , ,Walter Macken,Pocket,1994,0.0,0.0,2.0,2.0,français,LBRI Litterature britannique,0.0
304576,Le surréalisme , ,Jacqueline Chénieux-Gendron,Presses universitaires de France,1984,1.0,1.0,1.0,1.0,français,"D801 Etudes litteraires, revues litteraires",4.0
128005,L'Évangile du serpent , ,Pierre Bordage,Gallimard,2003,7.0,1.4,5.0,5.0,français,LFRA Litterature francaise,6.0
182463,Fugues , ,Philippe Sollers,Gallimard,2012,3.0,1.5,2.0,2.0,français,"D801 Etudes litteraires, revues litteraires",6.0
413703,Un Eté espagnol , ,Pierre Maldonado,Denoël,1990,0.0,0.0,1.0,1.0,français,LFRA Litterature francaise,0.0
192869,La Fille du philosophe , ,Elena Poniatowska,Actes Sud,1989,3.0,1.5,2.0,2.0,français,LESP Litterature espagnole,6.0
176614,Les démoniaques ,Intégrale Brussolo,Serge Brussolo,Vauvenargues,2006,4.0,4.0,1.0,1.0,français,LFRA Litterature francaise,17.0
234372,Aile de corbeau , ,Joyce Carol Oates,Stock,1989,2.0,2.0,1.0,1.0,français,LNAM Litterature nord-americaine,8.0
145497,Mauvaise connexion , ,Jo Witek,Talents hauts,2012,5.0,1.25,4.0,4.0,français,LFRA Litterature francaise,5.0
161551,Le front dans les nuages , ,Henri Troyat,Flammarion,1977,4.0,4.0,1.0,1.0,français,LFRA Litterature francaise,17.0
386365,Adrien et le train des abysses , ,Simon Second,T. Magnier,2013,0.0,0.0,1.0,1.0,français,LFRA Litterature francaise,0.0
371247,Un Doigt de folie , ,Margaret Millar,Librairie des Champs-Élysées,1990,0.0,0.0,1.0,1.0,français,LNAM Litterature nord-americaine,0.0
186764,"Gaelle, la fée de Noel ", ,Daisy Meadows,"Pocket jeunesse, DL",2006,3.0,3.0,1.0,1.0,français,LBRI Litterature britannique,12.0
290409,Petit frère , ,Christophe Lambert,Mango jeunesse,2003,1.0,0.25,4.0,4.0,français,LFRA Litterature francaise,1.0
128775,Voyage au bout de la nuit , ,Louis-Ferdinand Céline,"Futuropolis ;Gallimard, impr",2006,6.0,6.0,1.0,1.0,français,LFRA Litterature francaise,25.0
159284,Les yeux du dragon , ,Stephen King,Flammarion-Jeunesse,2016,4.0,4.0,1.0,1.0,français,LNAM Litterature nord-americaine,17.0
13325,Le Petit Chaperon rouge , ,Charles Perrault,Seuil jeunesse,2011,87.0,1.9772727272727273,44.0,41.0,français,LFRA Litterature francaise,8.0
221450,Les misérables , ,Victor Hugo,Pocket,1998,2.0,2.0,1.0,1.0,français,LFRA Litterature francaise,8.0
23563,Mécanismes de survie en milieu hostile , ,Olivia Rosenthal,Verticales,2014,54.0,1.5,36.0,36.0,français,LFRA Litterature francaise,6.0
171220,Exil , ,Denise Mina,J'ai lu,2003,4.0,2.0,2.0,2.0,français,LBRI Litterature britannique,8.0
36942,Je suis interdite , ,Anouk Markovits,J.-C. Lattès,2013,35.0,1.25,28.0,28.0,français,LNAM Litterature nord-americaine,5.0
182711,"Emporte-moi, mon cerf-volant ", ,Maurice Carême,Gautier-Languereau,1997,3.0,0.3,10.0,10.0,français,LFRA Litterature francaise,1.0
351981,Maisie Dobbs , ,Jacqueline Winspear,John Murray,2005,0.0,0.0,1.0,1.0,anglais,LBRI Litterature britannique,0.0
186516,Requiem , ,Antonio Tabucchi,UGE,1994,3.0,1.0,3.0,3.0,français,LPOR Litterature portugaise,4.0
18830,Le cantique de l'apocalypse joyeuse , ,Arto Paasilinna,"Denoel & d'Ailleurs, impr",2008,66.0,2.0625,32.0,32.0,français,LFRA Litterature francaise,9.0
108089,Ne votez pas pour moi ! ,"Trop classe, la sixième !",Robin Mellom,Seuil,2014,9.0,9.0,1.0,1.0,français,LNAM Litterature nord-americaine,38.0
398038,The black album , ,Hanif Kureishi,Faber and Faber,1995,0.0,0.0,1.0,1.0,anglais,LBRI Litterature britannique,0.0
130130,À la cour du grand khan ,"Marco Polo, les voyages interdits",Gary Jennings,Éd. SW Télémaque,2008,6.0,0.5454545454545454,11.0,10.0,français,LNAM Litterature nord-americaine,2.0
12663,Témoin de la nuit , ,Kishwar Desai,Éd. de l'Aube,2013,90.0,3.0,30.0,30.0,français,LIND Litterature indienne et asiatique,12.0
405427,Lectures en Amérique , ,Gertrude Stein,C. Bourgois,2011,0.0,0.0,1.0,1.0,français,LNAM Litterature nord-americaine,0.0
216956,Welcome to Paris , ,Patrick Lapeyre,POL,1994,2.0,1.0,2.0,2.0,français,LFRA Litterature francaise,4.0
245046,Le jeu des perles de verre , ,Hermann Hesse,Calmann-Lévy,1998,2.0,0.5,4.0,4.0,français,LGER Litterature germanique,2.0
346804,Voeux secrets , ,Danielle Steel,France loisirs,2004,0.0,0.0,1.0,1.0,français,LNAM Litterature nord-americaine,0.0
408735,Crime caramels , ,Jean-Loup Craipeau,Syros,1995,0.0,0.0,1.0,1.0,français,LFRA Litterature francaise,0.0
289698,"Historiettes, contes et fabliaux ",Oeuvres complètes du Marquis de Sade,Donatien Alphonse François de Sade,Pauvert,1986,1.0,0.2,5.0,5.0,français,LFRA Litterature francaise,1.0
307573,Roussan , ,Pierre-Alain Tâche,Éd. Empreintes,2006,1.0,1.0,1.0,1.0,français,LFRA Litterature francaise,4.0
411473,Ḥadīth al-shaykhūkhah , ,Abdelhamid Baalbaki,Hachette Antoine,2017,0.0,0.0,1.0,1.0,arabe,LMMO Litterature du Maghreb et du Moyen-Orient,0.0
418336,Vichy-dancing , ,Pascal Sevran,Librairie générale française,2004,0.0,0.0,1.0,1.0,français,LFRA Litterature francaise,0.0
235670,Chroniques glorieuses , ,Fumiko Enchi,P. Picquier,1993,2.0,1.0,2.0,2.0,français,LJAP Litterature japonaise et coreenne,4.0
239395,L'atelier des mondes , ,Zéno Bianu,Arfuyen,1999,2.0,1.0,2.0,2.0,français,LFRA Litterature francaise,4.0
144833,The shaking woman or A history of my nerves , ,Siri Hustvedt,Picador,2009,5.0,5.0,1.0,1.0,anglais,LNAM Litterature nord-americaine,21.0
392264,La folie dans la littérature médiévale , ,Huguette Legros,Presses universitaires de Rennes,2013,0.0,0.0,1.0,1.0,français,"D801 Etudes litteraires, revues litteraires",0.0
306908,La nouvelle Justine ou Les malheurs de la vertu ,Oeuvres complètes / du Marquis de Sade,Donatien Alphonse François de Sade,Cercle du livre précieux,1966,1.0,1.0,1.0,1.0,français,Littérature française (autres),4.0
444097,Figure-toi , ,Joseph Heller,Grasset,1989,0.0,0.0,1.0,1.0,français,LNAM Litterature nord-americaine,0.0
426885,La vie qui va , ,Charles Trenet,R. Laffont,2018,0.0,0.0,6.0,6.0,français,"D801 Etudes litteraires, revues litteraires",0.0
145336,Le Zahir , ,Paulo Coelho,"Corps 16, impr",2006,5.0,0.7142857142857143,7.0,7.0,français,LPOR Litterature portugaise,3.0
179354,Thomas l'obscur , ,Maurice Blanchot,Gallimard,2005,4.0,1.3333333333333333,3.0,2.0,français,LFRA Litterature francaise,6.0
72049,Anastasia , ,Lois Lowry,l'École des loisirs,2014,15.0,3.75,4.0,4.0,français,LNAM Litterature nord-americaine,16.0
255080,Seule contre la loi , ,Wilkie Collins,Phébus,2012,1.0,1.0,1.0,1.0,français,LBRI Litterature britannique,4.0
242270,Sous les bruyères , ,Belinda Bauer,10-18,2011,2.0,1.0,2.0,2.0,français,LBRI Litterature britannique,4.0
136815,Le testament caché , ,Sebastian Barry,Gallimard,2010,6.0,3.0,2.0,2.0,français,LBRI Litterature britannique,12.0
291116,Le seigneur des anneaux ou La tentation du mal , ,Isabelle Smadja,Presses universitaires de France,2002,1.0,0.5,2.0,2.0,français,LBRI Litterature britannique,2.0
263802,Lettres de Lord Chesterfield à son fils à Paris , ,Philip Dormer Stanhope Chesterfield,Payot;Rivages,1993,1.0,0.25,4.0,4.0,français,LBRI Litterature britannique,1.0
128092,Les tragédies grecques , ,Pascal Thiercy,Presses universitaires de France,2001,7.0,1.0,7.0,7.0,français,Littérature étrangère,4.0
322070,Larguée en périphérie de la zone politique et autres petits désordres organiques , ,Géraldine Beigbeder,A. Michel,2010,0.0,0.0,1.0,1.0,français,LFRA Litterature francaise,0.0
85276,Chair aux enchères ,Une contre-enquête du commissaire Liberty,Raphaël Majan,POL,2006,12.0,2.0,6.0,6.0,français,LFRA Litterature francaise,8.0
122344,The Parent Agency , ,David Baddiel,HarperCollins Children's Books,2015,7.0,3.5,2.0,2.0,anglais,LBRI Litterature britannique,15.0
126262,Le prince noir , ,Iris Murdoch,Gallimard,2004,7.0,1.4,5.0,5.0,français,LBRI Litterature britannique,6.0
164943,L'âge des lumières , ,Ian R. MacLeod,Denoël,2006,4.0,0.8,5.0,5.0,français,LBRI Litterature britannique,3.0
270875,Automne à Budapest , ,Ferenc Karinthy,Éd. In Fine;V et O Éd.,1992,1.0,0.5,2.0,2.0,français,LMMO Litterature du Maghreb et du Moyen-Orient,2.0
358631,La part animale , ,Yves Bichet,Gallimard,1994,0.0,0.0,1.0,1.0,français,LFRA Litterature francaise,0.0
89416,Chagrins , ,Jane Smiley,Éd. Payot et Rivages,1998,11.0,2.75,4.0,4.0,français,LNAM Litterature nord-americaine,11.0
304107,Jack London , ,Richard Khaitzine,Édite,2011,1.0,1.0,1.0,1.0,français,LBRI Litterature britannique,4.0
190248,Les filles de l'été , ,Mary Alice Monroe,Charleston,2017,3.0,3.0,1.0,1.0,français,LNAM Litterature nord-americaine,12.0
27979,Une sirène chez les hommes , ,Mimei Ogawa,l'École des loisirs,2009,46.0,1.393939393939394,33.0,30.0,français,LJAP Litterature japonaise et coreenne,6.0
363989,Histoire du Parnasse , ,Yann Mortelette,Fayard,2005,0.0,0.0,6.0,6.0,français,"D801 Etudes litteraires, revues litteraires",0.0
380630,Le phanérogame , ,Max Jacob,La Bartavelle éd,1996,0.0,0.0,3.0,3.0,français,LFRA Litterature francaise,0.0
423431,Une bouteille dans la mer de Gaza , ,Valérie Zenatti,Ecole des Loisirs,2016,0.0,0.0,2.0,2.0,français,LFRA Litterature francaise,0.0
438069,"Bernanos, Bloy, Claudel, Péguy ", ,Jacques Petit,Calmann-Lévy,1972,0.0,0.0,1.0,1.0,français,Littérature française (autres),0.0
229498,Le crime étrange de Mr Hyde , ,Jean-Pierre Naugrette,Actes Sud,1998,2.0,2.0,1.0,1.0,français,LFRA Litterature francaise,8.0
180712,Le brouillard de l'aube , ,Christian Laborie,À vue d'oeil,2012,3.0,3.0,1.0,1.0,français,LFRA Litterature francaise,12.0
246542,Le train de la réalité , ,Roland C. Wagner,Atalante,2012,2.0,0.4,5.0,5.0,français,LFRA Litterature francaise,2.0
35963,0Oeuvres complètes ,"Oeuvres complètes / Marcel Pagnol,....",Marcel Pagnol,Ed. de Fallois,1995,36.0,1.5,24.0,24.0,français,LFRA Litterature francaise,6.0
85928,Blitz ,R&B,Ken Bruen,Gallimard,2007,12.0,1.0909090909090908,11.0,11.0,français,LBRI Litterature britannique,5.0
372934,Le silence , ,Jean-Guy Soumy,R. Laffont,2012,0.0,0.0,2.0,2.0,français,LFRA Litterature francaise,0.0
54509,La maison de terre , ,Woody Guthrie,Flammarion,2013,22.0,2.0,11.0,11.0,français,LNAM Litterature nord-americaine,8.0
335187,Le jardin de Dima , ,Sylvie Weil,Flammarion,1995,0.0,0.0,1.0,1.0,français,LFRA Litterature francaise,0.0
330350,Pêche en eau trouble , ,Carl Hiaasen,Denoël,1998,0.0,0.0,2.0,2.0,français,LNAM Litterature nord-americaine,0.0
344068,La Nuit zoologique , ,Claude Durand,B. Grasset,1979,0.0,0.0,1.0,1.0,français,LFRA Litterature francaise,0.0
21384,Belle arrière-grand-mère , ,Janine Boissard,Fayard,2014,59.0,2.269230769230769,26.0,26.0,français,LFRA Litterature francaise,9.0
30522,Le dernier mot , ,Hanif Kureishi,C. Bourgois,2014,42.0,1.135135135135135,37.0,37.0,français,LBRI Litterature britannique,5.0
94619,Le général Dourakine , ,Sophie de Ségur,EPM,2005,10.0,1.6666666666666667,6.0,6.0,français,LFRA Litterature francaise,7.0
422322,Contes indiens , ,Stéphane Mallarmé,"Findakly, impr",2002,0.0,0.0,1.0,1.0,français,LFRA Litterature francaise,0.0
184934,L'enfant chat , ,Béatrix Beck,Arléa,2007,3.0,3.0,1.0,1.0,français,LFRA Litterature francaise,12.0
296395,Meurs ressuscite , ,Albane Prouvost,POL,2015,1.0,1.0,1.0,1.0,français,LFRA Litterature francaise,4.0
248925,Mes grandes gueules , ,José Giovanni,Librairie générale française,2004,2.0,2.0,1.0,1.0,français,LFRA Litterature francaise,8.0
214033,Tir à l'aveugle , ,Jeffery Deaver,Calmann-Lévy,1999,2.0,2.0,1.0,1.0,français,LNAM Litterature nord-americaine,8.0
116532,Le Dieu manchot , ,José Saramago,Points,2008,8.0,2.0,4.0,4.0,français,LLAT Litterature latino-americaine,8.0
72986,Franny et Zooey , ,Jerome David Salinger,R. Laffont,1996,15.0,3.75,4.0,4.0,français,LNAM Litterature nord-americaine,16.0
327888,Le Soleil derrière la vitre , ,Anne Loesch,Calmann-Lévy,1982,0.0,0.0,1.0,1.0,français,LFRA Litterature francaise,0.0
128866,Abîmes ,Dernier royaume,Pascal Quignard,Gallimard,2004,6.0,0.6666666666666666,9.0,8.0,français,LFRA Litterature francaise,3.0
379200,Lonely Betty , ,Joseph Incardona,Association Valentin Haüy,2014,0.0,0.0,2.0,2.0,français,LFRA Litterature francaise,0.0
121851,The legend of the worst boy in the world , ,Eoin Colfer,Puffin,2008,7.0,1.75,4.0,4.0,anglais,LBRI Litterature britannique,7.0
350061,Skinn Mac Dana ou La courtise de Lirn ,Les chroniques d'Arcturus.,Gilles Servat,l'Atalante,1995,0.0,0.0,1.0,1.0,français,LFRA Litterature francaise,0.0
349797,La Sepmaine ou Creation du monde , ,Guillaume de Saluste Du Bartas,Actes Sud,1988,0.0,0.0,1.0,1.0,français,LFRA Litterature francaise,0.0
386916,De la même étoffe que les songes , ,Johannes Mario Simmel,Albin Michel,1974,0.0,0.0,1.0,1.0,français,LGER Litterature germanique,0.0
387981,Bluette , ,Henri Raczymow,Gallimard,1977,0.0,0.0,1.0,1.0,français,LFRA Litterature francaise,0.0
244795,Qui se souvient de Paula ? , ,Romain Slocombe,Syros,2013,2.0,2.0,1.0,1.0,français,LFRA Litterature francaise,8.0
228776,Lettrines , ,Julien Gracq,J. Corti,2008,2.0,1.0,2.0,2.0,français,LFRA Litterature francaise,4.0
140236,Terminus Elicius , ,Karine Giebel,La Vie du rail,2004,6.0,6.0,1.0,1.0,français,LFRA Litterature francaise,25.0
290082,Suspense ,Les pièces radiophoniques / John Dickson Carr,John Dickson Carr,l'Atalante,2007,1.0,1.0,1.0,1.0,français,LNAM Litterature nord-americaine,4.0
292708,Scrupules ,Scrupules.,Judith Krantz,A. Michel,1980,1.0,1.0,1.0,1.0,français,LNAM Litterature nord-americaine,4.0
323772,A hat full of sky , ,Terry Pratchett,Corgi books,2010,0.0,0.0,1.0,1.0,anglais,LBRI Litterature britannique,0.0
